reE,imE,inv_abs_det
61.516363636363636,-7.7272727272727275,0.7842234499128534
61.516363636363636,-7.575757575757576,0.786689655208767
61.516363636363636,-7.424242424242424,0.7892529211595373
61.516363636363636,-7.2727272727272725,0.791913988060632
61.516363636363636,-7.121212121212121,0.7946726004117959
61.516363636363636,-6.96969696969697,0.7975277231208686
61.516363636363636,-6.818181818181818,0.8004777199102177
61.516363636363636,-6.666666666666667,0.8035205000374299
61.516363636363636,-6.515151515151516,0.8066536385274123
61.516363636363636,-6.363636363636363,0.8098744743114378
61.516363636363636,-6.212121212121212,0.8131801899746582
61.516363636363636,-6.0606060606060606,0.8165678762189096
61.516363636363636,-5.909090909090909,0.820034583642852
61.516363636363636,-5.757575757575758,0.8235773640134614
61.516363636363636,-5.606060606060606,0.8271933028441137
61.516363636363636,-5.454545454545454,0.8308795447924036
61.516363636363636,-5.303030303030303,0.8346333131387896
61.516363636363636,-5.151515151515151,0.838451924396137
61.516363636363636,-5.0,0.8423327989245645
61.516363636363636,-4.848484848484849,0.8462734682792334
61.516363636363636,-4.696969696969697,0.8502715798965564
61.516363636363636,-4.545454545454546,0.8543248996225893
61.516363636363636,-4.393939393939394,0.8584313125023529
61.516363636363636,-4.242424242424242,0.8625888221782931
61.516363636363636,-4.090909090909091,0.866795549186959
61.516363636363636,-3.9393939393939394,0.8710497283937452
61.516363636363636,-3.787878787878788,0.8753497057646087
61.516363636363636,-3.6363636363636362,0.8796939346391753
61.516363636363636,-3.484848484848485,0.884080971640962
61.516363636363636,-3.3333333333333335,0.888509472336583
61.516363636363636,-3.1818181818181817,0.8929781867355023
61.516363636363636,-3.0303030303030303,0.8974859547052976
61.516363636363636,-2.878787878787879,0.9020317013631699
61.516363636363636,-2.727272727272727,0.9066144324926735
61.516363636363636,-2.5757575757575757,0.911233230025006
61.516363636363636,-2.4242424242424243,0.915887247615438
61.516363636363636,-2.272727272727273,0.9205757063392507
61.516363636363636,-2.121212121212121,0.9252978905252145
61.516363636363636,-1.9696969696969697,0.9300531437401878
61.516363636363636,-1.8181818181818181,0.9348408649343646
61.516363636363636,-1.6666666666666667,0.9396605047532955
61.516363636363636,-1.5151515151515151,0.9445115620203273
61.516363636363636,-1.3636363636363635,0.9493935803906193
61.516363636363636,-1.2121212121212122,0.9543061451762747
61.516363636363636,-1.0606060606060606,0.9592488803405838
61.516363636363636,-0.9090909090909091,0.9642214456581211
61.516363636363636,-0.7575757575757576,0.9692235340367655
61.516363636363636,-0.6060606060606061,0.9742548689966881
61.516363636363636,-0.45454545454545453,0.9793152023009655
61.516363636363636,-0.30303030303030304,0.9844043117321977
61.516363636363636,-0.15151515151515152,0.989521999008987
61.516363636363636,0.0,0.9946680878361001
62.223333333333336,-15.0,0.1947212563050178
62.223333333333336,-14.848484848484848,0.2118312602778368
62.223333333333336,-14.696969696969697,0.23057007099161514
62.223333333333336,-14.545454545454545,0.2510896594782369
62.223333333333336,-14.393939393939394,0.2735477596698148
62.223333333333336,-14.242424242424242,0.2981033120726576
62.223333333333336,-14.090909090909092,0.32490934349037287
62.223333333333336,-13.93939393939394,0.3541024058723888
62.223333333333336,-13.787878787878787,0.3857875975193817
62.223333333333336,-13.636363636363637,0.4200182469717061
62.223333333333336,-13.484848484848484,0.45676971734367544
62.223333333333336,-13.333333333333334,0.49590771590744787
62.223333333333336,-13.181818181818182,0.5371532214345411
62.223333333333336,-13.030303030303031,0.5800488048348891
62.223333333333336,-12.878787878787879,0.623934463452672
62.223333333333336,-12.727272727272727,0.6679441141143634
62.223333333333336,-12.575757575757576,0.7110346471841605
62.223333333333336,-12.424242424242424,0.752055502790859
62.223333333333336,-12.272727272727273,0.7898567235493902
62.223333333333336,-12.121212121212121,0.8234192393057269
62.223333333333336,-11.969696969696969,0.851978766465681
62.223333333333336,-11.818181818181818,0.8751117558849602
62.223333333333336,-11.666666666666666,0.8927619932936688
62.223333333333336,-11.515151515151516,0.9052056632607024
62.223333333333336,-11.363636363636363,0.9129712417503493
62.223333333333336,-11.212121212121213,0.9167400216653966
62.223333333333336,-11.06060606060606,0.9172514057871758
62.223333333333336,-10.909090909090908,0.9152283507590866
62.223333333333336,-10.757575757575758,0.9113283252093601
62.223333333333336,-10.606060606060606,0.906117783370424
62.223333333333336,-10.454545454545455,0.9000645389136422
62.223333333333336,-10.303030303030303,0.8935417690575013
62.223333333333336,-10.151515151515152,0.8868383515258169
62.223333333333336,-10.0,0.8801717458240472
62.223333333333336,-9.848484848484848,0.8737010503674552
62.223333333333336,-9.696969696969697,0.8675389532429497
62.223333333333336,-9.545454545454545,0.8617620217304459
62.223333333333336,-9.393939393939394,0.8564192116285038
62.223333333333336,-9.242424242424242,0.8515387090433744
62.223333333333336,-9.090909090909092,0.8471333197285911
62.223333333333336,-8.93939393939394,0.8432046489101042
62.223333333333336,-8.787878787878787,0.839746303547486
62.223333333333336,-8.636363636363637,0.8367463207608146
62.223333333333336,-8.484848484848484,0.8341889927872869
62.223333333333336,-8.333333333333334,0.8320562265021293
62.223333333333336,-8.181818181818182,0.8303285469802992
62.223333333333336,-8.030303030303031,0.8289858306396876
62.223333333333336,-7.878787878787879,0.8280078340941102
62.223333333333336,-7.7272727272727275,0.8273745694430606
62.223333333333336,-7.575757575757576,0.8270665646868554
62.223333333333336,-7.424242424242424,0.8270650386463777
62.223333333333336,-7.2727272727272725,0.8273520126196697
62.223333333333336,-7.121212121212121,0.8279103755510292
62.223333333333336,-6.96969696969697,0.828723915337619
62.223333333333336,-6.818181818181818,0.8297773257500725
62.223333333333336,-6.666666666666667,0.8310561960603148
62.223333333333336,-6.515151515151516,0.8325469886684037
62.223333333333336,-6.363636363636363,0.8342370086605965
62.223333333333336,-6.212121212121212,0.8361143682056248
62.223333333333336,-6.0606060606060606,0.8381679479244994
62.223333333333336,-5.909090909090909,0.8403873567889429
62.223333333333336,-5.757575757575758,0.8427628916679221
62.223333333333336,-5.606060606060606,0.8452854973162386
62.223333333333336,-5.454545454545454,0.8479467273553407
62.223333333333336,-5.303030303030303,0.8507387066161689
62.223333333333336,-5.151515151515151,0.8536540950798761
62.223333333333336,-5.0,0.8566860535542131
62.223333333333336,-4.848484848484849,0.859828211151838
62.223333333333336,-4.696969696969697,0.8630746345854826
62.223333333333336,-4.545454545454546,0.8664197992586585
62.223333333333336,-4.393939393939394,0.8698585621053583
62.223333333333336,-4.242424242424242,0.8733861361156735
62.223333333333336,-4.090909090909091,0.8769980664734781
62.223333333333336,-3.9393939393939394,0.8806902082265067
62.223333333333336,-3.787878787878788,0.8844587054062155
62.223333333333336,-3.6363636363636362,0.8882999715146018
62.223333333333336,-3.484848484848485,0.8922106712961595
62.223333333333336,-3.3333333333333335,0.8961877037157684
62.223333333333336,-3.1818181818181817,0.9002281860662272
62.223333333333336,-3.0303030303030303,0.9043294391328084
62.223333333333336,-2.878787878787879,0.9084889733459791
62.223333333333336,-2.727272727272727,0.9127044758573541
62.223333333333336,-2.5757575757575757,0.9169737984777787
62.223333333333336,-2.4242424242424243,0.921294946420359
62.223333333333336,-2.272727272727273,0.9256660677947821
62.223333333333336,-2.121212121212121,0.9300854438029643
62.223333333333336,-1.9696969696969697,0.934551479589138
62.223333333333336,-1.8181818181818181,0.9390626957009139
62.223333333333336,-1.6666666666666667,0.9436177201205307
62.223333333333336,-1.5151515151515151,0.9482152808284952
62.223333333333336,-1.3636363636363635,0.9528541988641257
62.223333333333336,-1.2121212121212122,0.9575333818501482
62.223333333333336,-1.0606060606060606,0.962251817950603
62.223333333333336,-0.9090909090909091,0.9670085702333446
62.223333333333336,-0.7575757575757576,0.9718027714104419
62.223333333333336,-0.6060606060606061,0.9766336189315444
62.223333333333336,-0.45454545454545453,0.9815003704069031
62.223333333333336,-0.30303030303030304,0.9864023393382939
62.223333333333336,-0.15151515151515152,0.9913388911375774
62.223333333333336,0.0,0.9963094394139448
62.93030303030303,-15.0,0.22084797717911814
62.93030303030303,-14.848484848484848,0.24219859465403648
62.93030303030303,-14.696969696969697,0.2660547240502937
62.93030303030303,-14.545454545454545,0.29277985488257047
62.93030303030303,-14.393939393939394,0.3227981156642661
62.93030303030303,-14.242424242424242,0.35660320364035347
62.93030303030303,-14.090909090909092,0.39476660974007416
62.93030303030303,-13.93939393939394,0.43794296135819916
62.93030303030303,-13.787878787878787,0.48686834626081676
62.93030303030303,-13.636363636363637,0.5423441367800051
62.93030303030303,-13.484848484848484,0.605193413497181
62.93030303030303,-13.333333333333334,0.6761690273157918
62.93030303030303,-13.181818181818182,0.7557822453052027
62.93030303030303,-13.030303030303031,0.8440133540406505
62.93030303030303,-12.878787878787879,0.9398746078521294
62.93030303030303,-12.727272727272727,1.0408514876850612
62.93030303030303,-12.575757575757576,1.1423893370020743
62.93030303030303,-12.424242424242424,1.2378110778261018
62.93030303030303,-12.272727272727273,1.3191727896081447
62.93030303030303,-12.121212121212121,1.3792271678846046
62.93030303030303,-11.969696969696969,1.4137675396990044
62.93030303030303,-11.818181818181818,1.4229449810366865
62.93030303030303,-11.666666666666666,1.4107175942448218
62.93030303030303,-11.515151515151516,1.382994211539961
62.93030303030303,-11.363636363636363,1.345738984564868
62.93030303030303,-11.212121212121213,1.3038396757797224
62.93030303030303,-11.06060606060606,1.260778150013276
62.93030303030303,-10.909090909090908,1.2187763844292487
62.93030303030303,-10.757575757575758,1.1791080023989822
62.93030303030303,-10.606060606060606,1.1424036647886195
62.93030303030303,-10.454545454545455,1.1088891641715803
62.93030303030303,-10.303030303030303,1.07855109947107
62.93030303030303,-10.151515151515152,1.0512445811348097
62.93030303030303,-10.0,1.0267600318337549
62.93030303030303,-9.848484848484848,1.0048630224692077
62.93030303030303,-9.696969696969697,0.9853170589558261
62.93030303030303,-9.545454545454545,0.9678958982936389
62.93030303030303,-9.393939393939394,0.9523895883927047
62.93030303030303,-9.242424242424242,0.9386068402571482
62.93030303030303,-9.090909090909092,0.9263753266000808
62.93030303030303,-8.93939393939394,0.9155408666239655
62.93030303030303,-8.787878787878787,0.9059660657625928
62.93030303030303,-8.636363636363637,0.8975287406930422
62.93030303030303,-8.484848484848484,0.8901203157134416
62.93030303030303,-8.333333333333334,0.8836442902125965
62.93030303030303,-8.181818181818182,0.8780148258860039
62.93030303030303,-8.030303030303031,0.8731554727187903
62.93030303030303,-7.878787878787879,0.8689980360687585
62.93030303030303,-7.7272727272727275,0.8654815782528418
62.93030303030303,-7.575757575757576,0.8625515437029198
62.93030303030303,-7.424242424242424,0.860158995087836
62.93030303030303,-7.2727272727272725,0.8582599476313408
62.93030303030303,-7.121212121212121,0.8568147894923658
62.93030303030303,-6.96969696969697,0.8557877770974712
62.93030303030303,-6.818181818181818,0.8551465954849772
62.93030303030303,-6.666666666666667,0.8548619748996656
62.93030303030303,-6.515151515151516,0.8549073559932064
62.93030303030303,-6.363636363636363,0.8552585970046171
62.93030303030303,-6.212121212121212,0.85589371720332
62.93030303030303,-6.0606060606060606,0.8567926716755706
62.93030303030303,-5.909090909090909,0.8579371532287036
62.93030303030303,-5.757575757575758,0.8593104177865691
62.93030303030303,-5.606060606060606,0.8608971301640632
62.93030303030303,-5.454545454545454,0.8626832275495716
62.93030303030303,-5.303030303030303,0.8646557984009131
62.93030303030303,-5.151515151515151,0.8668029747822039
62.93030303030303,-5.0,0.8691138364438925
62.93030303030303,-4.848484848484849,0.8715783251825431
62.93030303030303,-4.696969696969697,0.8741871682175099
62.93030303030303,-4.545454545454546,0.8769318094926117
62.93030303030303,-4.393939393939394,0.8798043479575575
62.93030303030303,-4.242424242424242,0.8827974820091313
62.93030303030303,-4.090909090909091,0.8859044593798349
62.93030303030303,-3.9393939393939394,0.8891190318539899
62.93030303030303,-3.787878787878788,0.8924354142706605
62.93030303030303,-3.6363636363636362,0.8958482473411608
62.93030303030303,-3.484848484848485,0.8993525638679459
62.93030303030303,-3.3333333333333335,0.902943758002407
62.93030303030303,-3.1818181818181817,0.9066175572234279
62.93030303030303,-3.0303030303030303,0.9103699967564106
62.93030303030303,-2.878787878787879,0.9141973961859075
62.93030303030303,-2.727272727272727,0.9180963380435496
62.93030303030303,-2.5757575757575757,0.9220636481780444
62.93030303030303,-2.4242424242424243,0.9260963777361009
62.93030303030303,-2.272727272727273,0.9301917866019264
62.93030303030303,-2.121212121212121,0.9343473281597036
62.93030303030303,-1.9696969696969697,0.9385606352583633
62.93030303030303,-1.8181818181818181,0.9428295072703962
62.93030303030303,-1.6666666666666667,0.947151898148073
62.93030303030303,-1.5151515151515151,0.9515259053901644
62.93030303030303,-1.3636363636363635,0.9559497598412594
62.93030303030303,-1.2121212121212122,0.9604218162533009
62.93030303030303,-1.0606060606060606,0.9649405445459898
62.93030303030303,-0.9090909090909091,0.9695045217087924
62.93030303030303,-0.7575757575757576,0.9741124242926116
62.93030303030303,-0.6060606060606061,0.9787630214440429
62.93030303030303,-0.45454545454545453,0.983455168439648
62.93030303030303,-0.30303030303030304,0.9881878006810367
62.93030303030303,-0.15151515151515152,0.9929599281155386
62.93030303030303,0.0,0.9977706300500016
63.63727272727273,-15.0,0.2422308603483045
63.63727272727273,-14.848484848484848,0.26712157949383114
63.63727272727273,-14.696969696969697,0.2953597887375453
63.63727272727273,-14.545454545454545,0.32757030457705866
63.63727272727273,-14.393939393939394,0.36453800600919933
63.63727272727273,-14.242424242424242,0.40726162567107016
63.63727272727273,-14.090909090909092,0.45703029056435424
63.63727272727273,-13.93939393939394,0.5155345324510092
63.63727272727273,-13.787878787878787,0.5850306225067551
63.63727272727273,-13.636363636363637,0.66858915466033
63.63727272727273,-13.484848484848484,0.770479405382502
63.63727272727273,-13.333333333333334,0.8967758647974836
63.63727272727273,-13.181818181818182,1.0563291215390898
63.63727272727273,-13.030303030303031,1.2623144725602684
63.63727272727273,-12.878787878787879,1.5345654496244345
63.63727272727273,-12.727272727272727,1.9022596684032445
63.63727272727273,-12.575757575757576,2.402522875725705
63.63727272727273,-12.424242424242424,3.052732267493765
63.63727272727273,-12.272727272727273,3.734435808693372
63.63727272727273,-12.121212121212121,4.060155614169703
63.63727272727273,-11.969696969696969,3.799102506662655
63.63727272727273,-11.818181818181818,3.2712288917060803
63.63727272727273,-11.666666666666666,2.7768282460475735
63.63727272727273,-11.515151515151516,2.3898024686203185
63.63727272727273,-11.363636363636363,2.097737630815136
63.63727272727273,-11.212121212121213,1.876047397691373
63.63727272727273,-11.06060606060606,1.7048069472387517
63.63727272727273,-10.909090909090908,1.5699609484558192
63.63727272727273,-10.757575757575758,1.4618488057754688
63.63727272727273,-10.606060606060606,1.3737864547462122
63.63727272727273,-10.454545454545455,1.3010692262905266
63.63727272727273,-10.303030303030303,1.2403186027465702
63.63727272727273,-10.151515151515152,1.1890592771314579
63.63727272727273,-10.0,1.1454430171490266
63.63727272727273,-9.848484848484848,1.1080654931009184
63.63727272727273,-9.696969696969697,1.0758425194161707
63.63727272727273,-9.545454545454545,1.0479248575729339
63.63727272727273,-9.393939393939394,1.0236384916731138
63.63727272727273,-9.242424242424242,1.0024420366525217
63.63727272727273,-9.090909090909092,0.9838958741304532
63.63727272727273,-8.93939393939394,0.9676394517370497
63.63727272727273,-8.787878787878787,0.9533743553272966
63.63727272727273,-8.636363636363637,0.9408515242686533
63.63727272727273,-8.484848484848484,0.929861481345203
63.63727272727273,-8.333333333333334,0.920226784492806
63.63727272727273,-8.181818181818182,0.9117961357391964
63.63727272727273,-8.030303030303031,0.904439740038941
63.63727272727273,-7.878787878787879,0.8980456166340643
63.63727272727273,-7.7272727272727275,0.8925166433865316
63.63727272727273,-7.575757575757576,0.8877681702663461
63.63727272727273,-7.424242424242424,0.8837260785553888
63.63727272727273,-7.2727272727272725,0.8803251918855887
63.63727272727273,-7.121212121212121,0.8775079670859912
63.63727272727273,-6.96969696969697,0.8752234091265518
63.63727272727273,-6.818181818181818,0.873426166730407
63.63727272727273,-6.666666666666667,0.8720757745546514
63.63727272727273,-6.515151515151516,0.8711360149788532
63.63727272727273,-6.363636363636363,0.870574378046166
63.63727272727273,-6.212121212121212,0.8703616023776726
63.63727272727273,-6.0606060606060606,0.8704712832232454
63.63727272727273,-5.909090909090909,0.8708795364432202
63.63727272727273,-5.757575757575758,0.8715647092973282
63.63727272727273,-5.606060606060606,0.8725071305757606
63.63727272727273,-5.454545454545454,0.8736888939347675
63.63727272727273,-5.303030303030303,0.8750936693678822
63.63727272727273,-5.151515151515151,0.8767065386082586
63.63727272727273,-5.0,0.8785138509598858
63.63727272727273,-4.848484848484849,0.8805030966293335
63.63727272727273,-4.696969696969697,0.8826627950999507
63.63727272727273,-4.545454545454546,0.8849823964776101
63.63727272727273,-4.393939393939394,0.8874521940575549
63.63727272727273,-4.242424242424242,0.8900632466274435
63.63727272727273,-4.090909090909091,0.8928073092432408
63.63727272727273,-3.9393939393939394,0.8956767713994047
63.63727272727273,-3.787878787878788,0.8986646016701937
63.63727272727273,-3.6363636363636362,0.9017642980293216
63.63727272727273,-3.484848484848485,0.9049698431655089
63.63727272727273,-3.3333333333333335,0.9082756642046205
63.63727272727273,-3.1818181818181817,0.9116765963284361
63.63727272727273,-3.0303030303030303,0.9151678498472978
63.63727272727273,-2.878787878787879,0.9187449803416649
63.63727272727273,-2.727272727272727,0.9224038615366337
63.63727272727273,-2.5757575757575757,0.9261406606157987
63.63727272727273,-2.4242424242424243,0.9299518157172926
63.63727272727273,-2.272727272727273,0.9338340153858798
63.63727272727273,-2.121212121212121,0.9377841797823457
63.63727272727273,-1.9696969696969697,0.9417994434745748
63.63727272727273,-1.8181818181818181,0.9458771396552971
63.63727272727273,-1.6666666666666667,0.9500147856488864
63.63727272727273,-1.5151515151515151,0.9542100695853323
63.63727272727273,-1.3636363636363635,0.9584608381326034
63.63727272727273,-1.2121212121212122,0.9627650851907243
63.63727272727273,-1.0606060606060606,0.9671209414609347
63.63727272727273,-0.9090909090909091,0.9715266648126033
63.63727272727273,-0.7575757575757576,0.9759806313783692
63.63727272727273,-0.6060606060606061,0.9804813273151132
63.63727272727273,-0.45454545454545453,0.9850273411746159
63.63727272727273,-0.30303030303030304,0.9896173568331137
63.63727272727273,-0.15151515151515152,0.9942501469340487
63.63727272727273,0.0,0.998924566802565
64.34424242424242,-15.0,0.2526390905507362
64.34424242424242,-14.848484848484848,0.2784726277870177
64.34424242424242,-14.696969696969697,0.3077804683883288
64.34424242424242,-14.545454545454545,0.34121490772033014
64.34424242424242,-14.393939393939394,0.3795971413021254
64.34424242424242,-14.242424242424242,0.4239749093505701
64.34424242424242,-14.090909090909092,0.4757050556413986
64.34424242424242,-13.93939393939394,0.5365742394090205
64.34424242424242,-13.787878787878787,0.6089794752041988
64.34424242424242,-13.636363636363637,0.6962048881872884
64.34424242424242,-13.484848484848484,0.8028572958859264
64.34424242424242,-13.333333333333334,0.9355706534309964
64.34424242424242,-13.181818181818182,1.1041746986500902
64.34424242424242,-13.030303030303031,1.3236668316309521
64.34424242424242,-12.878787878787879,1.6175017145481319
64.34424242424242,-12.727272727272727,2.0224948849026254
64.34424242424242,-12.575757575757576,2.5921351671324064
64.34424242424242,-12.424242424242424,3.373028341310842
64.34424242424242,-12.272727272727273,4.249727017297388
64.34424242424242,-12.121212121212121,4.667251288082522
64.34424242424242,-11.969696969696969,4.265214107860639
64.34424242424242,-11.818181818181818,3.5640752801565005
64.34424242424242,-11.666666666666666,2.9625210912605593
64.34424242424242,-11.515151515151516,2.5165383569353037
64.34424242424242,-11.363636363636363,2.190838284368135
64.34424242424242,-11.212121212121213,1.948591425441926
64.34424242424242,-11.06060606060606,1.7639108757738657
64.34424242424242,-10.909090909090908,1.6197520652172264
64.34424242424242,-10.757575757575758,1.504868437416404
64.34424242424242,-10.606060606060606,1.4116834687117215
64.34424242424242,-10.454545454545455,1.3349623630882097
64.34424242424242,-10.303030303030303,1.2709962991176749
64.34424242424242,-10.151515151515152,1.21709543047861
64.34424242424242,-10.0,1.171267057233639
64.34424242424242,-9.848484848484848,1.1320064699284693
64.34424242424242,-9.696969696969697,1.098157805410363
64.34424242424242,-9.545454545454545,1.068819404827102
64.34424242424242,-9.393939393939394,1.0432781015978163
64.34424242424242,-9.242424242424242,1.0209627230613783
64.34424242424242,-9.090909090909092,1.001410610998285
64.34424242424242,-8.93939393939394,0.9842431290415561
64.34424242424242,-8.787878787878787,0.96914748121489
64.34424242424242,-8.636363636363637,0.9558630333623042
64.34424242424242,-8.484848484848484,0.9441708946959083
64.34424242424242,-8.333333333333334,0.9338858918278407
64.34424242424242,-8.181818181818182,0.924850320671736
64.34424242424242,-8.030303030303031,0.9169290349031296
64.34424242424242,-7.878787878787879,0.910005550093768
64.34424242424242,-7.7272727272727275,0.9039789274465443
64.34424242424242,-7.575757575757576,0.8987612615441695
64.34424242424242,-7.424242424242424,0.8942756401716067
64.34424242424242,-7.2727272727272725,0.8904544761166654
64.34424242424242,-7.121212121212121,0.8872381343277086
64.34424242424242,-6.96969696969697,0.8845737952807448
64.34424242424242,-6.818181818181818,0.8824145085334582
64.34424242424242,-6.666666666666667,0.8807184003886352
64.34424242424242,-6.515151515151516,0.8794480071853046
64.34424242424242,-6.363636363636363,0.8785697115828
64.34424242424242,-6.212121212121212,0.8780532637360479
64.34424242424242,-6.0606060606060606,0.8778713727992811
64.34424242424242,-5.909090909090909,0.877999356975937
64.34424242424242,-5.757575757575758,0.8784148425311861
64.34424242424242,-5.606060606060606,0.8790975039319131
64.34424242424242,-5.454545454545454,0.8800288386774755
64.34424242424242,-5.303030303030303,0.8811919715088082
64.34424242424242,-5.151515151515151,0.8825714835922867
64.34424242424242,-5.0,0.8841532630124488
64.34424242424242,-4.848484848484849,0.8859243735097234
64.34424242424242,-4.696969696969697,0.8878729388927413
64.34424242424242,-4.545454545454546,0.8899880409605274
64.34424242424242,-4.393939393939394,0.8922596291054274
64.34424242424242,-4.242424242424242,0.8946784400458981
64.34424242424242,-4.090909090909091,0.8972359263696931
64.34424242424242,-3.9393939393939394,0.899924192761743
64.34424242424242,-3.787878787878788,0.9027359389531908
64.34424242424242,-3.6363636363636362,0.9056644085643939
64.34424242424242,-3.484848484848485,0.908703343130174
64.34424242424242,-3.3333333333333335,0.9118469406926151
64.34424242424242,-3.1818181818181817,0.9150898184298712
64.34424242424242,-3.0303030303030303,0.9184269788595798
64.34424242424242,-2.878787878787879,0.921853779215635
64.34424242424242,-2.727272727272727,0.9253659036485998
64.34424242424242,-2.5757575757575757,0.9289593379439859
64.34424242424242,-2.4242424242424243,0.9326303464907639
64.34424242424242,-2.272727272727273,0.9363754512649882
64.34424242424242,-2.121212121212121,0.9401914126218109
64.34424242424242,-1.9696969696969697,0.944075211713562
64.34424242424242,-1.8181818181818181,0.9480240343728122
64.34424242424242,-1.6666666666666667,0.9520352563178627
64.34424242424242,-1.5151515151515151,0.9561064295540155
64.34424242424242,-1.3636363636363635,0.9602352698583196
64.34424242424242,-1.2121212121212122,0.9644196452474558
64.34424242424242,-1.0606060606060606,0.9686575653394858
64.34424242424242,-0.9090909090909091,0.9729471715294036
64.34424242424242,-0.7575757575757576,0.9772867279069852
64.34424242424242,-0.6060606060606061,0.9816746128525236
64.34424242424242,-0.45454545454545453,0.9861093112528235
64.34424242424242,-0.30303030303030304,0.9905894072852457
64.34424242424242,-0.15151515151515152,0.9951135777228546
64.34424242424242,0.0,0.9996805857183441
65.05121212121212,-15.0,0.2504378226475515
65.05121212121212,-14.848484848484848,0.2742384858693986
65.05121212121212,-14.696969696969697,0.30081755054824105
65.05121212121212,-14.545454545454545,0.33058262036801445
65.05121212121212,-14.393939393939394,0.3640114519823148
65.05121212121212,-14.242424242424242,0.4016632275556111
65.05121212121212,-14.090909090909092,0.44418961786237754
65.05121212121212,-13.93939393939394,0.4923433984393586
65.05121212121212,-13.787878787878787,0.5469801756440303
65.05121212121212,-13.636363636363637,0.6090448840569621
65.05121212121212,-13.484848484848484,0.679528148657436
65.05121212121212,-13.333333333333334,0.7593673192301714
65.05121212121212,-13.181818181818182,0.8492529849664036
65.05121212121212,-13.030303030303031,0.9492884932729476
65.05121212121212,-12.878787878787879,1.0584539524515544
65.05121212121212,-12.727272727272727,1.1738872184326035
65.05121212121212,-12.575757575757576,1.290173391921667
65.05121212121212,-12.424242424242424,1.3991439834193795
65.05121212121212,-12.272727272727273,1.4909068072378926
65.05121212121212,-12.121212121212121,1.5564176030537569
65.05121212121212,-11.969696969696969,1.5906240190623042
65.05121212121212,-11.818181818181818,1.5941792836910267
65.05121212121212,-11.666666666666666,1.5725533944986974
65.05121212121212,-11.515151515151516,1.5334373680843105
65.05121212121212,-11.363636363636363,1.4842634541546553
65.05121212121212,-11.212121212121213,1.4308669365235553
65.05121212121212,-11.06060606060606,1.3772169612952256
65.05121212121212,-10.909090909090908,1.3257116305254124
65.05121212121212,-10.757575757575758,1.2776245779628483
65.05121212121212,-10.606060606060606,1.233502102029718
65.05121212121212,-10.454545454545455,1.1934545098808462
65.05121212121212,-10.303030303030303,1.1573492825289058
65.05121212121212,-10.151515151515152,1.1249312854713276
65.05121212121212,-10.0,1.0958941234017885
65.05121212121212,-9.848484848484848,1.0699206413919047
65.05121212121212,-9.696969696969697,1.0467046654959957
65.05121212121212,-9.545454545454545,1.0259616617617893
65.05121212121212,-9.393939393939394,1.0074330299505345
65.05121212121212,-9.242424242424242,0.9908868651039324
65.05121212121212,-9.090909090909092,0.9761168592023316
65.05121212121212,-8.93939393939394,0.9629403126944364
65.05121212121212,-8.787878787878787,0.9511958059439896
65.05121212121212,-8.636363636363637,0.9407408324358105
65.05121212121212,-8.484848484848484,0.9314495504254473
65.05121212121212,-8.333333333333334,0.9232107260488714
65.05121212121212,-8.181818181818182,0.9159258937210114
65.05121212121212,-8.030303030303031,0.9095077339617967
65.05121212121212,-7.878787878787879,0.90387865564804
65.05121212121212,-7.7272727272727275,0.8989695637670273
65.05121212121212,-7.575757575757576,0.8947187918815176
65.05121212121212,-7.424242424242424,0.8910711788393783
65.05121212121212,-7.2727272727272725,0.8879772706852249
65.05121212121212,-7.121212121212121,0.8853926306303794
65.05121212121212,-6.96969696969697,0.8832772419606606
65.05121212121212,-6.818181818181818,0.881594990721676
65.05121212121212,-6.666666666666667,0.8803132168270138
65.05121212121212,-6.515151515151516,0.8794023238475489
65.05121212121212,-6.363636363636363,0.878835439154135
65.05121212121212,-6.212121212121212,0.8785881173093345
65.05121212121212,-6.0606060606060606,0.8786380806542715
65.05121212121212,-5.909090909090909,0.8789649919324468
65.05121212121212,-5.757575757575758,0.8795502545548767
65.05121212121212,-5.606060606060606,0.8803768367572862
65.05121212121212,-5.454545454545454,0.8814291164483478
65.05121212121212,-5.303030303030303,0.88269274401209
65.05121212121212,-5.151515151515151,0.8841545207212331
65.05121212121212,-5.0,0.8858022907516812
65.05121212121212,-4.848484848484849,0.8876248450716041
65.05121212121212,-4.696969696969697,0.8896118357189654
65.05121212121212,-4.545454545454546,0.8917536991861781
65.05121212121212,-4.393939393939394,0.8940415878048364
65.05121212121212,-4.242424242424242,0.8964673081724407
65.05121212121212,-4.090909090909091,0.899023265790149
65.05121212121212,-3.9393939393939394,0.9017024151897434
65.05121212121212,-3.787878787878788,0.9044982149213274
65.05121212121212,-3.6363636363636362,0.9074045868537313
65.05121212121212,-3.484848484848485,0.9104158793088145
65.05121212121212,-3.3333333333333335,0.9135268336104071
65.05121212121212,-3.1818181818181817,0.9167325536803076
65.05121212121212,-3.0303030303030303,0.9200284783583715
65.05121212121212,-2.878787878787879,0.9234103561624073
65.05121212121212,-2.727272727272727,0.9268742222371644
65.05121212121212,-2.5757575757575757,0.9304163772711356
65.05121212121212,-2.4242424242424243,0.9340333681850951
65.05121212121212,-2.272727272727273,0.9377219704189232
65.05121212121212,-2.121212121212121,0.9414791716623356
65.05121212121212,-1.9696969696969697,0.945302156892558
